Close
44300
44300
44600
45850
46350
47700
47350
47950
47750
48200
48250
48350
48800
49100
49200
49150
48900
48900
49250
49100
49150
49100
49150
49050
48250
48250
47800
48300
48750
48400
48100
48050
48000
48900
48800
48800
49000
48150
47500
47250
47100
46250
46250
46450
44800
44050
43600
43800
44700
44800
44550
44800
43950
43950
44150
44450
44550
44550
44400
44400
44500
44600
44950
45500
45350
45700
45900
46000
45900
45950
45850
45850
46000
46450
46850
47000
47000
46950
46500
46100
46200
46600
46650
46000
45500
45150
45200
44700
44800
44800
44850
44600
44500
44500
44500
44550
44450
44400
44900
45100
45050
45250
45250
44950
45000
45900
46000
46050
46050
45900
46100
45500
45700
46000
45950
46350
46300
46250
46550
46900
47100
47100
47200
47000
47000
47000
46400
46500
46600
46750
47000
48700
48950
49150
49300
49550
49450
49500
49550
49300
49900
49900
49500
49200
48850
48900
48950
49100
48600
48750
48600
49200
49250
49100
49700
49750
